id	parent_id	language	ontology	other_parents	label	definition	ul_label	ui_definition	ui_help	deprecated	replaced_by	oboInOwl_hasSynonym	oboInOwl_hasBroadSynonym	oboInOwl_hasExactSynonym	oboInOwl_hasNarrowSynonym	IAO_0000118
GENEPIO:0000144	GENEPIO:0000106				draft whole genome sequencing lab test record	This is a set of datums involved in laboratory processing of whole-genome-sequenced isolates.										
GENEPIO:0001569	GENEPIO:0000113				clinical or host-associated pathogen											
GENEPIO:0001590	GENEPIO:0000113				environmental, food or other pathogen											
GENEPIO:0001007	GENEPIO:0000115				NCBI Antibiogram standard	The NCBI antibiogram standard details the reporting specifications for antimicrobial susceptibility and resistance data derived from drug resistant pathogens. This information is submitted as an antibiogram table on BioSample records.										
GENEPIO:0001836	GENEPIO:0000115				NCBI BioProject standard	The National Center for Biotechnology Information BioProject standard is a collection of datums that describe biological data related to a single initiative, originating from a single organization or from a consortium.  A BioProject record provides users a single place to find links to the diverse data types generated for that project.										
GENEPIO:0001835	GENEPIO:0000115				NCBI BioSample Pathogen.cl standard	A National Center for Biotechnology Information BioSample specification defines fields and terms that provide "descriptions of biological source materials used in experimental assays".										
GENEPIO:0000147	GENEPIO:0000115				NCBI SRA meta information standard	An NCBI SRA meta information item is a field specification for a NCBI Sequence Read Archive record.										
GENEPIO:0000122	GENEPIO:0000120				travel end date	The date of a person's return to some residence from a journey originating at that residence.										
GENEPIO:0000121	GENEPIO:0000120				travel start date	The date of a person's departure from their primary residence (at that time) on a journey to one or more other locations.										
GENEPIO:0000130	GENEPIO:0000128				epi contact network model - animal	This is a model that provides location and transportation information about an animal that may be involved in transmitting a pathogen to a human or other animal.										
GENEPIO:0000129	GENEPIO:0000128				epi contact network model - human	An epi contact network - human is contact information about a person who may be involved in transmitting a pathogen.										
GAZ:00003691	GENEPIO:0000141				East Midlands Region	One of the regions of England and consists of most of the eastern half of the traditional region of the Midlands. It encompasses the combined area of Derbyshire, Leicestershire, Rutland, Northamptonshire, Nottinghamshire and most of Lincolnshire.										
GAZ:00003692	GENEPIO:0000141				East Region	One of the nine official regions of England. It includes the ceremonial counties of Essex, Hertfordshire, Bedfordshire, Cambridgeshire, Norfolk and Suffolk.										
GAZ:00003671	GENEPIO:0000141				Greater London Region	The top-level administrative subdivision covering London, England.										
GAZ:00003689	GENEPIO:0000141				North East Region	One of the nine official regions of England and comprises the combined area of Northumberland, County Durham, Tyne and Wear, part of North Yorkshire and Tees Valley.										
GAZ:00003687	GENEPIO:0000141				North West Region	One of the nine official regions of England. It comprises five counties of England, Cumbria, Lancashire, Greater Manchester, Merseyside and Cheshire.										
GAZ:00003693	GENEPIO:0000141				South East Region	One of the nine official regions of England. Its boundaries include Berkshire, Buckinghamshire, East Sussex, Hampshire, Isle of Wight, Kent, Oxfordshire, Surrey and West Sussex.										
GAZ:00003670	GENEPIO:0000141				South West Region	One of the regions of England. It extends from Gloucestershire and Wiltshire to Cornwall and the Isles of Scilly. This includes the area often known as the West Country, and much of Wessex.										
GAZ:00003690	GENEPIO:0000141				West Midlands Region	An official region of England, covering the western half of the area traditionally known as the Midlands. It contains the second most populated British city, Birmingham, and the larger West Midlands conurbation, which includes the city of Wolverhampton and large towns of Dudley, Solihull, Walsall and West Bromwich. The city of Coventry is also located within the West Midlands county, but is separated from the conurbation to the west by several miles of green belt.										
GAZ:00003688	GENEPIO:0000141				Yorkshire and the Humber	One of the nine government office regions of England. It covers most of the historic county of Yorkshire, along with the part of northern Lincolnshire that was, from 1974 to 1996, within the former shire county of Humberside.										
GENEPIO:0001776	GENEPIO:0000143				pathogen specific data standard											
GENEPIO:0000157	GENEPIO:0000156				assembly project	Genome assembly project utilizing already existing sequence data including data that was submitted by a different group										
GENEPIO:0000158	GENEPIO:0000156				clone ends project	a sequencing project involving clone-ends										
GENEPIO:0000159	GENEPIO:0000156				epigenomics project	A sequencing project involving DNA methylation, histone modification, and/or chromatin accessibility datasets										
GENEPIO:0000160	GENEPIO:0000156				exome resequencing project	exome resequencing project										
GENEPIO:0000161	GENEPIO:0000156				genome sequencing project	A whole, or partial, genome sequencing project (with or without a genome assembly)										
GENEPIO:0001103	GENEPIO:0000156				map project	Map: - project that results in non-sequence map data such as genetic map, radiation hybrid map, cytogenetic map, optical map, and etc.										
GENEPIO:0001105	GENEPIO:0000156				metagenome assembly project	Metagenome assembly: a genome assembly generated from sequenced environmental samples										
GENEPIO:0001104	GENEPIO:0000156				metagenome project	Metagenome: sequence analysis of environmental samples										
GENEPIO:0001106	GENEPIO:0000156				other project data type	Other: a free text description is provided to indicate Other data type										
GENEPIO:0001107	GENEPIO:0000156				phenotype or genotype project	Phenotype or Genotype: project correlating phenotype and genotype										
GENEPIO:0001108	GENEPIO:0000156				proteome project	Proteome: large scale proteomics experiment including mass spec. analysis										
GENEPIO:0001109	GENEPIO:0000156				random survey project	Random Survey: sequence generated from a random sampling of the collected sample; not intended to be comprehensive sampling of the material.										
GENEPIO:0001110	GENEPIO:0000156				targeted locus (loci) project	Targeted locus (loci): project to sequence specific loci, such as a 16S rRNA sequencing										
GENEPIO:0001111	GENEPIO:0000156				transcriptome or gene expression	Transcriptome or Gene expression: large scale RNA sequencing or expression analysis. Includes cDNA, EST, RNA_seq, and microarray.										
GENEPIO:0001112	GENEPIO:0000156				variation project	A sequencing project with a primary goal of identifying large or small sequence variation across populations.										
GENEPIO:0001002	GENEPIO:0001001				less than	The "less than" comparator indicates that a given substance was present at less than a given quantity or concentration.										
GENEPIO:0001003	GENEPIO:0001001				less than or equal to	The "less than or equal to" comparator indicates that a given substance was present at less than or equal to a given quantity or concentration.										
GENEPIO:0001004	GENEPIO:0001001				equal to	The "equal to" comparator indicates that a given substance was present at the given quantity or concentration.										
GENEPIO:0001006	GENEPIO:0001001				greater than	The "less than or equal to" comparator indicates that a given substance was present at less than or equal to a given quantity or concentration.										
GENEPIO:0001005	GENEPIO:0001001				greater than or equal to	The "greater than or equal to" comparator indicates that a given substance was present at greater than or equal to a given quantity or concentration.										
GENEPIO:0001036	GENEPIO:0001023				treatment end date	A treatment end date is a date/time datum which indicates the end of a particular medical treatment for a patient.										
GENEPIO:0001025	GENEPIO:0001023				treatment start date	A treatment start date is a date/time datum which indicates the start of a particular medical treatment for a patient.										
GENEPIO:0002071	GENEPIO:0001039				first line tuberculosis drug											
GENEPIO:0001097	GENEPIO:0001039				second line or reserve tuberculosis drug											
GENEPIO:0001046	GENEPIO:0001041				immigration year of arrival	A time measurement datum indicating the year a person immigrated to a given country.										
GENEPIO:0000120	GENEPIO:0001041				travel history item	A datetime measurement related to a person's travel with respect to potential epidemilogical implications.										
GENEPIO:0001277	GENEPIO:0001044				water exposure - activity type											
GENEPIO:0001276	GENEPIO:0001044				water exposure - location type											
GENEPIO:0001050	GENEPIO:0001048				animal related exposure event											
GENEPIO:0001037	GENEPIO:0001048				food related exposure											
GENEPIO:0001049	GENEPIO:0001048				human related exposure											
GENEPIO:0001044	GENEPIO:0001048				water related exposure											
GENEPIO:0001275	GENEPIO:0001049				human exposure event - contact type											
GENEPIO:0001274	GENEPIO:0001049			GENEPIO:0001297	human exposure event - location											
GENEPIO:0001270	GENEPIO:0001050				animal exposure event - contact or activity											
GENEPIO:0001269	GENEPIO:0001050			GENEPIO:0001297	animal exposure event - location											
GENEPIO:0001271	GENEPIO:0001050				animal exposure event - material											
GENEPIO:0002078	GENEPIO:0001054			STATO:0000047	number of passages	The number of serial iterations that an isolate is grown in one environment.										
GENEPIO:0002079	GENEPIO:0001054			SIO:000136	passage protocol	A passage protocol should detail the number of serial iterations that an isolate is grown in one environment, and the conditions of that environment.										
GENEPIO:0000127	GENEPIO:0001058				food brought back from travel											
GENEPIO:0000123	GENEPIO:0001058				infection aquired during travel	Infection aquired during travel is a boolean datum indicating a diagnosis of a traveller's infection during a given trip.										
GENEPIO:0001783	GENEPIO:0001058				travel destination	A travel destination is a destination city (or populated place of some scale) which a given human has travelled to on a particular trip.										
GENEPIO:0001064	GENEPIO:0001058				travel mode	A travel mode is a type of transportation which a given human has used while travelling on a particular trip.										
GENEPIO:0001065	GENEPIO:0001058				travel reason	A travel reason is a motivation for traveling on a particular trip expressed by the traveller.										
GENEPIO:0001063	GENEPIO:0001064				airline travel											
GENEPIO:0001059	GENEPIO:0001064				boat / cruise travel											
GENEPIO:0001061	GENEPIO:0001064				bus travel											
GENEPIO:0001062	GENEPIO:0001064				car travel											
GENEPIO:0001060	GENEPIO:0001064				train travel											
GENEPIO:0001067	GENEPIO:0001065				business activity											
GENEPIO:0001068	GENEPIO:0001065				religious missionairy activity											
GENEPIO:0001066	GENEPIO:0001065				travel for pleasure											
GENEPIO:0001072	GENEPIO:0001065				unsure of travel reason											
GENEPIO:0001069	GENEPIO:0001066				rural backpacking activity											
GENEPIO:0001071	GENEPIO:0001066				travel tour											
GENEPIO:0001070	GENEPIO:0001066				visiting relative/friends											
GENEPIO:0001087	GENEPIO:0001074				A.I.D.S status											
GENEPIO:0001086	GENEPIO:0001074				HIV risk status											
GENEPIO:0001085	GENEPIO:0001074				HIV status											
GENEPIO:0001088	GENEPIO:0001074				drug abuse status											
GENEPIO:0001083	GENEPIO:0001074				drug use status											
GENEPIO:0001078	GENEPIO:0001074				homeless status											
GENEPIO:0001084	GENEPIO:0001074				incarceration status											
GENEPIO:0001089	GENEPIO:0001074				injection drug use status											
GENEPIO:0001091	GENEPIO:0001074				methadone use status											
GENEPIO:0001090	GENEPIO:0001074				recreational drug use status											
GENEPIO:0001093	GENEPIO:0001074				smoking status											
GENEPIO:0001092	GENEPIO:0001074				substantial alcohol use/abuse status											
GENEPIO:0001081	GENEPIO:0001079				Salmonella serovar name											
NCIT:C68615	GENEPIO:0001126			GENEPIO:0001224	Birth Date	The calendar date on which a person was born.										
NCIT:C70810	GENEPIO:0001126				Date of Death	The calendar date of subject's death.										
GENEPIO:0001096	GENEPIO:0001126				date last seen alive											
GENEPIO:0001047	GENEPIO:0001154				bottled											
GENEPIO:0001045	GENEPIO:0001154				municipal											
GENEPIO:0001014	GENEPIO:0001154				pool											
GENEPIO:0001013	GENEPIO:0001154				spray-wading											
GENEPIO:0001163	GENEPIO:0001162				distribution event											
GENEPIO:0001164	GENEPIO:0001163				supply point / event											
NCIT:C20587	GENEPIO:0001170				Age Group	Subgroups of populations based on age.										
NCIT:C124295	GENEPIO:0001170				Pregnant	Observed to be or have been pregnant.										
NCIT:C106561	GENEPIO:0001170				Pregnant During the Study	An indicator as to whether the female subject is pregnant during the study period.										
hancestro:0004	GENEPIO:0001170			IAO:0000030|IAO:0000030	ancestral group											
EFO:0004324	GENEPIO:0001170				body weights and measures	Measurements of the height, weight, length, area, etc., of the human and animal body or its parts.										
NCBITaxon#_taxonomic:rank	GENEPIO:0001170				taxonomic rank											
GENEPIO:0002008	GENEPIO:0001170				Mycobacterium tuberculosis lineage	A Mycobacterium tuberculosis lineage is a named family of strains of tuberculosis, named usually with reference to their shared geographic origin.										
ancestro:0004	GENEPIO:0001170				ancestral group (deprecated)					true	hancestro:0004					
GENEPIO:0001640	GENEPIO:0001170			GENEPIO:0001790|OBI:0001930	specimen organism taxonomy (species)	This is the taxonomic species descriptor of a specimen isolate (an organism found within a specimen.)										
GENEPIO:0000114	GENEPIO:0001170				subject age - unit	Age unit of the age measurement of a subject (individual organism).										
GENEPIO:0001183	GENEPIO:0001170				taxonomic datum											
GENEPIO:0002130	GENEPIO:0001170				virulence factor name	The name of the virulence factor molecule produced by a pathogen that specifically causes disease, or that influences the host's function to allow the pathogen to thrive.										
GENEPIO:0002131	GENEPIO:0001170				virulence testing protocol name	The laboratory protocol used to determine virulence phenotypes and markers.										
GENEPIO:0001182	GENEPIO:0001171				plant role											
GENEPIO:0001175	GENEPIO:0001171				animal role											
GENEPIO:0001172	GENEPIO:0001171				isolate organism role											
GENEPIO:0001608	GENEPIO:0001172				commensal role	An organism and its host share physical space but no evidence exists to determine if one benefits from this arrangement.										
GENEPIO:0001238	GENEPIO:0001172				symbiotic role	Organism has a symbiotic relationship with host										
GENEPIO:0001537	GENEPIO:0001175				person role	a role which inheres in a person and is realized by the process of being in the context of civilization										
GENEPIO:0001787	GENEPIO:0001183				genus of pathogen	This is the genus-level taxonomic name of an organism playing a pathogen role										
GENEPIO:0001788	GENEPIO:0001183				species of pathogen	This is the species-level taxonomic name of an organism playing a pathogen role										
NCIT:C15346	GENEPIO:0001186				Vaccination	Administration of vaccines to stimulate the host's immune response. This includes any preparation intended for active immunological prophylaxis or treatment.										
NCRO:0000230	GENEPIO:0001186				antibiotic treatment											
GENEPIO:0002072	GENEPIO:0001187				last resort antibiotic											
OMIABIS:0001008	GENEPIO:0001192				comorbidity	A diagnosis that is the outcome of a diagnostic process targeting a second or additional health problem.										
GENEPIO:0001682	GENEPIO:0001192				host illness associated with											
GENEPIO:0001543	GENEPIO:0001192				illness causality											
GENEPIO:0001667	GENEPIO:0001192				outcome of pregnancy associated with illness											
GENEPIO:0001042	GENEPIO:0001205				food avoidances											
GENEPIO:0001043	GENEPIO:0001205				special diet											
GENEPIO:0001040	GENEPIO:0001205				vegetarian											
GENEPIO:0001208	GENEPIO:0001206				mother											
EFO:0002950	GENEPIO:0001206			GO:0000003	pregnancy	The status during which female mammals carry their developing young (EMBRYOS or FETUSES) in utero before birth, beginning from FERTILIZATION to BIRTH.										
BTO:0001762	GENEPIO:0001206				neonate	A newborn child; especially: a child less than a month old.										
OMIT:0004227	GENEPIO:0001212			GENEPIO:0001843|OMIT:0020789	Chronic Disease											
GENEPIO:0001220	GENEPIO:0001217				spa											
GENEPIO:0001015	GENEPIO:0001217				hot tub											
GENEPIO:0001219	GENEPIO:0001217				jacuzzi											
GENEPIO:0001221	GENEPIO:0001217				whirlpool											
GENEPIO:0001664	GENEPIO:0001222				infection detail datum											
GENEPIO:0001186	GENEPIO:0001222				infectious disease treatment	A course of treatment designed to resolve an infectious disease										
GENEPIO:0000026	GENEPIO:0001222				subject health status at time of specimen extraction	Health or disease status of a given subject at time of specimen extraction.										
GENEPIO:0001225	GENEPIO:0001224				date of conception											
GENEPIO:0001673	GENEPIO:0001224				date of pregnancy outcome											
GENEPIO:0001534	GENEPIO:0001229			OBI:0000245	disease cluster notification agency	An agency that has reported a disease cluster.										
GENEPIO:0001297	GENEPIO:0001229				exposure event location	An epi case physical location type is a type of built structure that is suspected to be related to an outbreak investigation.										
GENEPIO:0001058	GENEPIO:0001229				human exposure event - travel datum	an epidemiology travel datum is a datum regarding a particular human's travel trip destination, mode, and motivation, with respect to an epidemiology investigation.										
GENEPIO:0001048	GENEPIO:0001229				infectious disease exposure source	Ingestion from contact with ...										
GENEPIO:0001420	GENEPIO:0001231				diagnostic test											
GENEPIO:0001423	GENEPIO:0001231				genomic sequencing annotation datum											
GENEPIO:0001247	GENEPIO:0001237				animal specimen	A specimen extracted from an animal										
GENEPIO:0001246	GENEPIO:0001237				environmental specimen											
GENEPIO:0001038	GENEPIO:0001244				infection-specific food details	Some bacteria are associated with particular foods.  Need relationship										
GENEPIO:0001248	GENEPIO:0001246				built environment specimen											
GENEPIO:0001249	GENEPIO:0001246				food specimen											
GENEPIO:0001250	GENEPIO:0001246				natural environment specimen											
NCIT:C71164	GENEPIO:0001247				Animal Model	An animal that is amenable to experimentation and whose physiological or pathologic mechanisms are sufficiently similar to those of a human for the animal to serve as a model.										
MESH:D000830	GENEPIO:0001247				animal - laboratory	no definition at source										
MESH:D057805	GENEPIO:0001247				animal - pet	Animals kept by humans for companionship and enjoyment, as opposed to DOMESTIC ANIMALS such as livestock or farm animals, which are kept for economic reasons.										
MESH:D000835	GENEPIO:0001247				animal - wild	Animals considered to be wild or feral or not adapted for domestic use. It does not include wild animals in zoos for which ANIMALS, ZOO is available.										
GENEPIO:0001734	GENEPIO:0001247				avian - domesticated											
GENEPIO:0001733	GENEPIO:0001247				avian - wild											
MESH:D058751	GENEPIO:0001247				livestock	Domesticated farm animals raised for home use or profit but excluding POULTRY. Typically livestock includes CATTLE; SHEEP; HORSES; SWINE; GOATS; and others.										
GENEPIO:0001649	GENEPIO:0001249				food - liquid											
GENEPIO:0001708	GENEPIO:0001249				food - solid											
vcard:Acquaintance	GENEPIO:0001251			GENEPIO:0001537	acquaintance											
vcard:Child	GENEPIO:0001251			GENEPIO:0001537	child											
vcard:Parent	GENEPIO:0001251			GENEPIO:0001537	parent											
OMRSE:00000013	GENEPIO:0001251			GENEPIO:0001537	physician role	A health care role borne by a human being and realized by promoting, maintaining or restoring human health through the study, diagnosis, and treatment of disease, injury and other physical and mental impairments.										
vcard:Spouse	GENEPIO:0001251			GENEPIO:0001537	spouse											
GENEPIO:0001789	GENEPIO:0001258				symptom cessation date	A symptom cessation date is a date-time entity that marks the end of one or more reported symptoms pertaining to an episode of human or animal illness										
GENEPIO:0001784	GENEPIO:0001258			EFO:0000433	symptom duration	A symptom duration is a date-time entity which is the duration (in hours or days or weeks etc.) that one or more symptoms persist for in a particular human or animal										
FLU:0000976	GENEPIO:0001258				symptom onset date	A symptom onset date is a date-time entity that marks the start of one or more reported symptoms pertaining to an episode of human or animal illness										
GENEPIO:0001720	GENEPIO:0001260				swab - food contact surface (deprecated)					true						
GENEPIO:0001726	GENEPIO:0001260				swab - inanimate object surface (deprecated)					true						
GENEPIO:0001727	GENEPIO:0001260				swab - meat (deprecated)					true						
GENEPIO:0001728	GENEPIO:0001260				swab - rectal swab (deprecated)					true						
GENEPIO:0001729	GENEPIO:0001260				swab - tissue (deprecated)					true						
GENEPIO:0001057	GENEPIO:0001271				pet food (raw)											
GENEPIO:0001056	GENEPIO:0001271				pet treat											
GENEPIO:0001551	GENEPIO:0001272				close interpersonal relationship exposure											
GENEPIO:0001555	GENEPIO:0001272				sexual contact exposure											
GENEPIO:0001272	GENEPIO:0001275				exposure by human contact											
GENEPIO:0001553	GENEPIO:0001275				exposure to individual with diarrhea											
GENEPIO:0001556	GENEPIO:0001275				exposure via diaper changing (human fecal)											
GENEPIO:0001552	GENEPIO:0001275				household exposure											
GENEPIO:0001554	GENEPIO:0001275				other human exposure											
GENEPIO:0001154	GENEPIO:0001276				treated - ambient temperature											
GENEPIO:0001217	GENEPIO:0001276				treated - warm/hot											
GENEPIO:0001151	GENEPIO:0001276				untreated water											
GENEPIO:0001780	GENEPIO:0001289				PFGE Blnl pattern											
GENEPIO:0001779	GENEPIO:0001289				PFGE Xbal pattern											
GENEPIO:0001755	GENEPIO:0001342				contact specification	This is a collection of various human (and animal contact location) contact information specifications used in data standards.										
GENEPIO:0000155	GENEPIO:0001342				draft WGS lab assembly quality metrics record											
GENEPIO:0000145	GENEPIO:0001342				draft WGS lab bioinformatics process record											
GENEPIO:0000154	GENEPIO:0001342				draft WGS lab sequencing quality metrics record											
GENEPIO:0000146	GENEPIO:0001342				draft WGS lab sequencing record											
GENEPIO:0001609	GENEPIO:0001342				draft isolate details model											
GENEPIO:0001621	GENEPIO:0001342				draft isolate identifier model											
GENEPIO:0000125	GENEPIO:0001342				draft pathogenic epi case exposure record	The draft epi case exposure model describes datums related to the possible transmission of a pathogen between a case person and other people, places, animals etc.										
GENEPIO:0000126	GENEPIO:0001342				draft pathogenic epi case food record	A description of a food item that a case patient has come in contact with.										
GENEPIO:0000132	GENEPIO:0001342				draft pathogenic epi case general information record	An epi case general info model contains datum specifications about an epidemiology investigation case including the person involved, contact information and their demographics.										
GENEPIO:0000133	GENEPIO:0001342				draft pathogenic epi case isolate detail record	A record of the details around how, when, and from what an isolate was extracted.										
GENEPIO:0000137	GENEPIO:0001342				draft pathogenic epi case test record	A laboratory test performed on a specimen from a patient with regard to potential pathogenic disease.										
GENEPIO:0000140	GENEPIO:0001342				draft pathogenic epi case travel record	A record of a patient's recent travel - departure and return, mode of travel and locations visited - as it may pertain to an outbreak pathogen transmission event.										
GENEPIO:0002088	GENEPIO:0001342				draft sequence repository data - antibiogram	A dataset of the minimal inhibitory concentrations (value, unit, sign (<,>, =)) and resistance phenotypes (resistant, sensitive or undetermined) of the sequenced isolate against different antibiotics tested.										
GENEPIO:0002112	GENEPIO:0001342				draft sequence repository data - antibiogram MIC measurement	This is a component of an antibiogram that enables a choice of MIC measurements based on either the diffusion or dilution method. These methods call for different numeric input ranges and units.										
GENEPIO:0002106	GENEPIO:0001342				draft sequence repository data - food specimen	This specification offers food source, product type, packaging and processing attributes relevant to describing a food specimen.										
GENEPIO:0002086	GENEPIO:0001342				draft sequence repository data - geographic location	The geographical origin of the sample by city, region, country or latitude and logitude.										
GENEPIO:0002084	GENEPIO:0001342				draft sequence repository data - isolate											
GENEPIO:0002087	GENEPIO:0001342				draft sequence repository data - isolate passage history											
GENEPIO:0002085	GENEPIO:0001342				draft sequence repository data - sequencing											
GENEPIO:0002090	GENEPIO:0001342				draft sequence repository data - sequencing quality control	Measurements or calculated quantities used to assess the extent and success of the sequence assembly process. Metric thresholds are species-specific.										
GENEPIO:0002081	GENEPIO:0001342				draft sequence repository data - specimen collection											
GENEPIO:0002092	GENEPIO:0001342				draft sequence repository data - submission to EBI											
GENEPIO:0002091	GENEPIO:0001342				draft sequence repository data - submission to NCBI/DDBJ											
GENEPIO:0002089	GENEPIO:0001342				draft sequence repository data - virulence	The virulence factors determined to be present in the sequenced isolate by phenotypic or target amplification methods e.g. Shiga toxins, hemolysins.										
GENEPIO:0002108	GENEPIO:0001342				draft travel log specification	This record details a person's travel movement and duration for epidemiological analysis.										
GENEPIO:0002003	GENEPIO:0001342				draft tuberculosis - case clinical presentation											
GENEPIO:0002004	GENEPIO:0001342				draft tuberculosis - case laboratory testing											
GENEPIO:0002005	GENEPIO:0001342				draft tuberculosis - case medication											
GENEPIO:0002007	GENEPIO:0001342				draft tuberculosis - case model											
GENEPIO:0002002	GENEPIO:0001342				draft tuberculosis - case risk factors											
GENEPIO:0002000	GENEPIO:0001342				draft tuberculosis - case specimen characteristics											
GENEPIO:0002001	GENEPIO:0001342				draft tuberculosis - case subject characteristics											
GENEPIO:0001999	GENEPIO:0001342				draft tuberculosis - dataset features and provenance											
GENEPIO:0002168	GENEPIO:0001342				drug MIC unit specification	The unit provided for an antibiotic drug test dosage.										
GENEPIO:0001533	GENEPIO:0001342				food specimen specification	A food specimen type is a categorization of a food specimen, by the organism it is or came from, or by a class of food products.										
GENEPIO:0002139	GENEPIO:0001342				raw sequence data processing datum	The procedures used to remove adapters from raw sequence reads, trim low quality bases and where applicable, merge paired-end reads.										
GENEPIO:0002076	GENEPIO:0001342				specimen extraction site - geographic feature	A landform, biome or built environment at site that a given specimen was extracted or collected from.										
GENEPIO:0002175	GENEPIO:0001342				specimen from organism specification											
GENEPIO:0002174	GENEPIO:0001342				specimen source substance specification	A specimen source substance is an organism substance or food product or environmental substance from which the specimen was extracted.										
GENEPIO:0002140	GENEPIO:0001342				specimen strain or isolate identifier	Name of strain from which sample was obtained OR name of isolate from which sample was obtained.										
OBI:0001619	GENEPIO:0001356			IAO:0000416	specimen collection time measurement datum	A time measurement datum that is the measure of the time when the specimens are collected.										
GENEPIO:0000053	GENEPIO:0001420				16S rRNA sequencing	16S ribosomal RNA sequencing is a sequencing method used to identify and compare bacteria present within a given sample. 16S rRNA gene sequencing is a well-established method for studying phylogeny and taxonomy of samples from complex microbiomes or environments that are difficult or impossible to study. 										
GENEPIO:0000060	GENEPIO:0001420				AccuProbe test											
GENEPIO:0000062	GENEPIO:0001420				AccuProbe test results	AccuProbe results										
GENEPIO:0000061	GENEPIO:0001420				Accuprobe Listeria monocytogenes Culture Identification Reagent Kit	Nucleic acid hybridization tests are based on the ability of complementary nucleic acid strands to specifically align and associate to form stable double-stranded complexes (6). The ACCUPROBE method uses a single-stranded DNA probe with a chemiluminescent label that is complementary to the ribosomal RNA of the target organism. After the ribosomal RNA is released from the target organism, the labeled DNA probe combines with the target organism’s ribosomal RNA to form a stable DNA:RNA hybrid. The Selection Reagent allows for the differentiation of non-hybridized and hybridized probes.The light signal emitted by the DNA:RNA hybrids is measured by a GEN-PROBE luminometer. A positive result is a luminometer reading equal to or greater than the cut-off. A value below this cut-off is the negative result.										
GENEPIO:0000066	GENEPIO:0001420				DuPont identification pattern library	a library of RiboPrinter recognised patterns										
GENEPIO:0000050	GENEPIO:0001420				MLST sequence type	Multilocus sequence typing (MLST) is a technique in molecular biology for the typing of multiple loci. The procedure characterizes isolates of microbial species using the DNA sequences of internal fragments of multiple housekeeping genes. For each housekeeping gene, the different sequences present within a bacterial species are assigned as distinct alleles and, for each isolate, the alleles at each of the loci define the allelic profile or sequence type (ST).										
GENEPIO:0000065	GENEPIO:0001420				Qualicon (DuPont) RiboPrinter Microbial Characterization System	an automated system that takes a purified bacterial suspension, lyses the cells, extracts the DNA, restriction endonuclease digests the DNA, separates the digest on a gel, transfers the DNA bands to a membrane, probes the bands with non-radioisotope-labeled, 5S-16S-23S rRNA-specific probes (Southern hybridization), photographs the membrane, and finally compares the bar code-like pattern to databases in order to identify the genus and species.										
GENEPIO:0000067	GENEPIO:0001420				RiboPrinter DUP Number	DuPont identification number from the DuPont identification library										
GENEPIO:0000068	GENEPIO:0001420				RiboPrinter DUP similarity	Similarity of pattern to one of the patterns of the DuPont Identification library of the RiboPrinter										
NCIT:C1225	GENEPIO:0001420				Shiga Toxin	A bacterial toxin produced by Shigella dysenteriae and by some strains of E. coli that inhibits protein synthesis by blocking the interaction of ribosomal RNA with peptide elongation factors.  The non-catalytic beta subunit of Shiga toxin may be useful as a fusion vector for induction of antigen-specific cytotoxic T lymphocyte responses.										
GENEPIO:0000051	GENEPIO:0001420				core genome fingerprinting											
GENEPIO:0000064	GENEPIO:0001420				riboprinting	This method is based on restriction endonuclease digestion of bacterial chromosomal DNA, followed by Southern hybridization to probes for sequences in the regions of bacterial DNA coding for the 5S-16S-23S (the Escherichia coli rrnB rRNA operon) rRNA operon. The probes have been developed that are directed to highly conserved regions of the rRNA operon present in all eubacteria and can therefore be used for ribotyping most bacteria										
GENEPIO:0000063	GENEPIO:0001420				ribotyping	Ribotyping involves the fingerprinting of genomic DNA restriction fragments that contain all or part of the genes coding for the 16S and 23S rRNA. By digesting the genes with a specific restriction enzyme, fragments of different lengths are generated. By performing a Gel electrophoresis with the digested samples, the fragments can be visualised as lines on the gel, where larger fragments are close to the start of the gel, and smaller fragments further down. After blotting onto a matrix and probing, these lines form a unique pattern for each species and can be used to identify the origin of the DNA, almost like a barcode can identify a product.										
sct:22642004	GENEPIO:0001420				Bacterial bacteriophage typing											
NCIT:C105370	GENEPIO:0001423				Bacterial 16S RNA	The RNA component of the small (30S) subunit of prokaryotic ribosomes.										
GENEPIO:0000095	GENEPIO:0001423				genome annotation algorithm	Program used for annotation										
GENEPIO:0000096	GENEPIO:0001423				genome annotation source	For cases where annotation was provided by a community jamboree or model organism database rather than by a specific submitter										
GENEPIO:0000090	GENEPIO:0001425				assembly method	Assembly method refers to how the reads were assembled into contigs for which either a de novo or mapping (reference based) strategy is used.										
SO:0000149	GENEPIO:0001425				contig	A contiguous sequence derived from sequence assembly. Has no gaps, but may contain N's from unavailable bases.										
SO:0001462	GENEPIO:0001425				contig_collection	A collection of contigs.										
GENEPIO:0001738	GENEPIO:0001425				assembly and annotation project objective	The assembly and annotation objective is the set of objectives that assembly and annotation techniques (including instruments and software platforms) applied to a sample are meant to satisfy.  This impacts on the quality control thresholds applied to the sequencing project.										
GENEPIO:0000094	GENEPIO:0001425				assembly name (identifier)	Name/version of the assembly provided by the submitter that is used in the genome browsers and in the community										
